"","flightsbinded.Date","flightsbinded.AIRLINE","flightsbinded.ORIGIN_AIRPORT","flightsbinded.DISTANCE","flightsbinded.DEPARTURE_DELAY","flightsbinded.TAXI_OUT","flightsbinded.WHEELS_OFF","flightsbinded.TAXI_IN","flightsbinded.WHEELS_OFF.1","flightsbinded.ARRIVAL_DELAY"
"16524",2015-11-09,"UA","EWR",2565,8,17,1800,8,1800,0
"16525",2015-11-09,"UA","IAD",2419,-3,21,1753,5,1753,0
"16526",2015-11-09,"OO","SMF",86,57,36,1911,5,1911,84
"16527",2015-11-09,"UA","STL",1735,1,13,1753,6,1753,2
"16528",2015-11-09,"UA","DEN",967,-2,12,1750,4,1750,-13
"16529",2015-11-09,"VX","FLL",2584,49,21,1850,5,1850,48
"16530",2015-11-09,"UA","IAH",1635,0,21,1807,6,1807,-2
"16531",2015-11-09,"UA","MSY",1911,0,11,1758,5,1758,1
"16532",2015-11-09,"DL","MSP",1589,-3,15,1802,4,1802,-12
"16533",2015-11-09,"UA","BOS",2704,17,15,1822,5,1822,1
"16534",2015-11-09,"DL","DTW",2079,-9,22,1807,5,1807,-17
"16535",2015-11-09,"AA","PHL",2521,-7,21,1809,20,1809,-2
"16536",2015-11-09,"OO","SBA",262,-5,25,1815,5,1815,10
"16537",2015-11-09,"UA","MCO",2446,27,14,1838,8,1838,33
"16538",2015-11-09,"OO","BOI",522,-7,16,1807,4,1807,2
"16539",2015-11-09,"DL","LAX",337,66,36,1942,9,1942,101
"16540",2015-11-09,"OO","ONT",363,31,11,1842,4,1842,25
"16541",2015-11-09,"UA","SAN",447,-7,14,1808,3,1808,-8
"16542",2015-11-09,"OO","SNA",372,41,20,1904,3,1904,57
"16543",2015-11-09,"AA","CLT",2296,-3,22,1824,5,1824,1
"16544",2015-11-09,"UA","RDU",2400,7,24,1836,7,1836,8
"16545",2015-11-09,"UA","AUS",1504,33,14,1855,3,1855,21
"16546",2015-11-09,"OO","MSP",1589,1,11,1821,4,1821,-1
"16547",2015-11-09,"AA","JFK",2586,-3,18,1825,6,1825,-22
"16548",2015-11-09,"AA","PHX",651,-4,10,1816,4,1816,-12
"16549",2015-11-09,"AS","PDX",550,-6,12,1816,9,1816,-22
"16550",2015-11-09,"VX","DAL",1476,-5,20,1825,6,1825,16
"16551",2015-11-09,"WN","SAN",447,18,12,1840,4,1840,26
"16552",2015-11-09,"AA","LAX",337,-9,24,1830,6,1830,2
"16553",2015-11-09,"UA","FLL",2584,12,24,1852,4,1852,13
"16554",2015-11-09,"UA","PHX",651,-3,10,1825,4,1825,-16
"16555",2015-11-09,"VX","ORD",1846,7,15,1842,6,1842,12
"16556",2015-11-09,"UA","PHL",2521,-8,20,1833,5,1833,-19
"16557",2015-11-09,"UA","ATL",2139,13,9,1847,5,1847,-8
"16558",2015-11-09,"UA","ORD",1846,-2,16,1842,7,1842,-5
"16559",2015-11-09,"WN","LAS",414,2,27,1859,8,1859,21
"16560",2015-11-09,"OO","PSP",421,-1,8,1837,10,1837,4
"16561",2015-11-09,"UA","EWR",2565,3,15,1854,11,1854,-14
"16562",2015-11-09,"UA","SEA",679,-11,13,1841,6,1841,-32
"16563",2015-11-09,"AS","SEA",679,-2,13,1851,8,1851,-15
"16564",2015-11-09,"VX","PSP",421,-2,9,1847,4,1847,3
"16565",2015-11-09,"VX","LAX",337,-6,16,1850,6,1850,0
"16566",2015-11-09,"WN","DEN",967,-6,13,1847,8,1847,-2
"16567",2015-11-09,"UA","DEN",967,59,13,1957,4,1957,52
"16568",2015-11-09,"WN","SNA",372,0,12,1857,5,1857,13
"16569",2015-11-09,"UA","LAS",414,-4,22,1904,6,1904,-1
"16570",2015-11-09,"VX","JFK",2586,22,14,1926,35,1926,40
"16571",2015-11-09,"WN","PHX",651,-4,9,1855,4,1855,-3
"16572",2015-11-09,"UA","IAD",2419,-1,13,1907,6,1907,-14
"16573",2015-11-09,"OO","BUR",326,73,22,2033,4,2033,79
"16574",2015-11-09,"VX","BOS",2704,-8,14,1905,9,1905,-15
"16575",2015-11-09,"OO","MFR",329,2,11,1912,4,1912,2
"16576",2015-11-09,"AA","DFW",1464,0,26,1926,4,1926,14
"16577",2015-11-09,"DL","LAX",337,6,86,2032,6,2032,68
"16578",2015-11-09,"F9","LAS",414,-4,32,1928,9,1928,13
"16579",2015-11-09,"OO","DFW",1464,45,27,2012,4,2012,57
"16580",2015-11-09,"UA","SAN",447,2,11,1914,5,1914,1
"16581",2015-11-09,"B6","FLL",2584,6,12,1920,17,1920,21
"16582",2015-11-09,"OO","ONT",363,14,16,1932,5,1932,20
"16583",2015-11-09,"AA","LAX",337,-9,12,1918,5,1918,-7
"16584",2015-11-09,"WN","LAX",337,76,6,2037,4,2037,65
"16585",2015-11-09,"UA","ORD",1846,3,16,1939,10,1939,-1
"16586",2015-11-09,"DL","ATL",2139,13,31,2010,5,2010,20
"16587",2015-11-09,"UA","PDX",550,56,14,2037,52,2037,87
"16588",2015-11-09,"DL","MSP",1589,-3,12,1937,8,1937,-18
"16589",2015-11-09,"DL","JFK",2586,-1,18,1947,23,1947,-21
"16590",2015-11-09,"UA","IAH",1635,-3,26,1954,16,1954,12
"16591",2015-11-09,"VX","SEA",679,51,10,2036,7,2036,40
"16592",2015-11-09,"UA","EWR",2565,91,19,2126,5,2126,73
"16593",2015-11-09,"B6","LAS",414,-12,18,1946,25,1946,-1
"16594",2015-11-09,"WN","LAS",414,-5,55,2030,11,2030,36
"16595",2015-11-09,"OO","SEA",679,1,43,2026,4,2026,15
"16596",2015-11-09,"UA","LAX",337,7,45,2036,5,2036,27
"16597",2015-11-09,"UA","BOS",2704,0,15,2000,4,2000,-15
"16598",2015-11-09,"WN","SAN",447,-5,45,2025,6,2025,30
"16599",2015-11-09,"AA","MIA",2585,57,24,2110,7,2110,60
"16600",2015-11-09,"B6","JFK",2586,13,14,2017,6,2017,-10
"16601",2015-11-09,"WN","MDW",1855,7,20,2022,4,2022,0
"16602",2015-11-09,"OO","PHX",651,29,15,2042,4,2042,20
"16603",2015-11-09,"DL","LAX",337,-9,59,2050,5,2050,26
"16604",2015-11-09,"OO","RDM",462,44,15,2059,3,2059,38
"16605",2015-11-09,"UA","SAN",447,-9,44,2036,6,2036,12
"16606",2015-11-09,"DL","DTW",2079,5,19,2028,7,2028,-7
"16607",2015-11-09,"OO","EUG",451,47,9,2102,4,2102,32
"16608",2015-11-09,"AA","ORD",1846,-5,14,2020,11,2020,-4
"16609",2015-11-09,"VX","SAN",447,36,17,2108,5,2108,32
"16610",2015-11-09,"B6","BOS",2704,0,33,2048,11,2048,15
"16611",2015-11-09,"UA","LAX",337,11,23,2059,3,2059,5
"16612",2015-11-09,"VX","LAX",337,-1,20,2049,6,2049,9
"16613",2015-11-09,"B6","LGB",354,1,14,2045,6,2045,-3
"16614",2015-11-09,"OO","ACV",250,-10,9,2030,3,2030,-9
"16615",2015-11-09,"WN","LAX",337,6,23,2104,5,2104,19
"16616",2015-11-09,"OO","SBA",262,22,35,2132,22,2132,61
"16617",2015-11-09,"AA","DFW",1464,-1,22,2101,5,2101,3
"16618",2015-11-09,"UA","EWR",2565,-3,12,2049,9,2049,-13
"16619",2015-11-09,"VX","LAS",414,-8,16,2048,6,2048,-5
"16620",2015-11-09,"OO","SBP",190,66,16,2203,4,2203,66
"16621",2015-11-09,"OO","SMF",86,24,16,2124,4,2124,27
"16622",2015-11-09,"AA","PHL",2521,-5,24,2104,6,2104,-7
"16623",2015-11-09,"F9","DEN",967,-6,19,2058,11,2058,12
"16624",2015-11-09,"DL","LAX",337,0,30,2130,6,2130,5
"16625",2015-11-09,"DL","ATL",2139,0,18,2124,5,2124,3
"16626",2015-11-09,"OO","ONT",363,35,17,2159,3,2159,32
"16627",2015-11-09,"OO","SNA",372,33,12,2153,3,2153,24
"16628",2015-11-09,"AA","PHX",651,-6,19,2133,7,2133,-13
"16629",2015-11-09,"B6","JFK",2586,-2,24,2142,6,2142,-12
"16630",2015-11-09,"UA","IAH",1635,-6,27,2146,4,2146,-5
"16631",2015-11-09,"WN","SNA",372,0,9,2134,5,2134,-4
"16632",2015-11-09,"WN","SAN",447,-3,10,2137,3,2137,-13
"16633",2015-11-09,"AS","PDX",550,-2,42,2215,4,2215,1
"16634",2015-11-09,"UA","EWR",2565,-4,15,2151,5,2151,-20
"16635",2015-11-09,"AS","SEA",679,-5,19,2204,5,2204,-16
"16636",2015-11-09,"UA","HNL",2398,5,17,2217,5,2217,-8
"16637",2015-11-09,"AA","DFW",1464,2,20,2222,5,2222,5
"16638",2015-11-09,"UA","DEN",967,-10,8,2158,4,2158,-17
"16639",2015-11-09,"UA","IAD",2419,0,14,2224,6,2224,-21
"16640",2015-11-09,"WN","DEN",967,6,8,2224,6,2224,-3
"16641",2015-11-09,"UA","KOA",2367,922,15,1350,4,1350,910
"16642",2015-11-09,"DL","SLC",599,-9,18,2224,13,2224,-4
"16643",2015-11-09,"UA","ORD",1846,-2,14,2242,4,2242,-23
"16644",2015-11-09,"UA","LAX",337,4,12,2302,6,2302,-11
"16645",2015-11-09,"UA","OGG",2338,16,11,2335,5,2335,5
"16646",2015-11-09,"UA","HNL",2398,-8,11,2353,7,2353,-21
"16647",2015-11-10,"OO","RNO",192,25,48,628,3,628,42
"16648",2015-11-10,"OO","SEA",679,-6,18,527,3,527,-32
"16649",2015-11-10,"OO","EUG",451,-12,12,530,3,530,-26
"16650",2015-11-10,"OO","RDD",199,-8,19,541,3,541,-14
"16651",2015-11-10,"OO","ONT",363,-11,17,536,5,536,-12
"16652",2015-11-10,"OO","MRY",77,-8,17,554,4,554,-8
"16653",2015-11-10,"OO","MFR",329,-10,15,605,3,605,-26
"16654",2015-11-10,"UA","ORD",1846,6,18,624,7,624,-4
"16655",2015-11-10,"UA","EWR",2565,17,29,646,8,646,3
"16656",2015-11-10,"UA","PIT",2254,-2,14,612,3,612,-22
"16657",2015-11-10,"UA","PHL",2521,-5,11,606,8,606,-24
"16658",2015-11-10,"OO","SMX",216,-10,18,608,3,608,-9
"16659",2015-11-10,"OO","SMF",86,-3,17,614,3,614,-1
"16660",2015-11-10,"OO","ACV",250,-5,11,606,7,606,-14
"16661",2015-11-10,"OO","MCI",1499,-1,14,613,4,613,-7
"16662",2015-11-10,"UA","DEN",967,-10,13,608,12,608,-12
"16663",2015-11-10,"UA","LAS",414,0,17,622,6,622,-6
"16664",2015-11-10,"OO","SBA",262,-7,11,609,5,609,-11
"16665",2015-11-10,"UA","LAX",337,-7,12,611,6,611,-18
"16666",2015-11-10,"UA","BOS",2704,36,15,658,8,658,29
"16667",2015-11-10,"WN","LAX",337,5,15,630,4,630,-2
"16668",2015-11-10,"OO","RDM",462,170,14,920,5,920,155
"16669",2015-11-10,"OO","EUG",451,-5,9,624,3,624,-22
"16670",2015-11-10,"F9","IAH",1635,-3,13,630,6,630,19
"16671",2015-11-10,"OO","SBP",190,-2,11,629,6,629,-11
"16672",2015-11-10,"AS","SLC",599,-13,16,633,7,633,-24
"16673",2015-11-10,"UA","BWI",2457,-10,22,642,30,642,-4
"16674",2015-11-10,"OO","ABQ",896,23,26,719,7,719,23
"16675",2015-11-10,"OO","OKC",1384,-9,15,641,4,641,-11
"16676",2015-11-10,"UA","IAD",2419,-7,12,642,9,642,-20
"16677",2015-11-10,"WN","SAN",447,-1,23,702,5,702,6
"16678",2015-11-10,"UA","LAX",337,-9,12,648,22,648,-7
"16679",2015-11-10,"UA","MCO",2446,-4,13,654,5,654,-14
"16680",2015-11-10,"UA","RDU",2400,3,14,702,25,702,20
"16681",2015-11-10,"VX","PDX",550,-9,10,646,6,646,-16
"16682",2015-11-10,"WN","SNA",372,13,12,710,4,710,-3
"16683",2015-11-10,"OO","FAT",158,-5,14,654,4,654,-15
"16684",2015-11-10,"OO","SNA",372,-3,24,706,4,706,-11
"16685",2015-11-10,"AS","SEA",679,-6,16,705,8,705,-23
"16686",2015-11-10,"F9","ORD",1846,26,23,744,7,744,27
"16687",2015-11-10,"OO","BOI",522,2,32,731,4,731,-3
"16688",2015-11-10,"AA","MIA",2585,-6,11,705,6,705,1
"16689",2015-11-10,"AA","JFK",2586,-7,28,721,4,721,-18
"16690",2015-11-10,"AS","PDX",550,0,22,722,8,722,-13
"16691",2015-11-10,"B6","JFK",2586,-5,23,718,7,718,-17
"16692",2015-11-10,"B6","BOS",2704,4,28,732,7,732,-1
"16693",2015-11-10,"DL","JFK",2586,-6,33,727,4,727,-12
"16694",2015-11-10,"DL","LAX",337,2,23,725,4,725,2
"16695",2015-11-10,"UA","MSP",1589,-2,11,709,6,709,-19
"16696",2015-11-10,"UA","CLE",2161,-5,12,707,6,707,-21
"16697",2015-11-10,"UA","EWR",2565,4,18,722,44,722,26
"16698",2015-11-10,"UA","PDX",550,-7,19,712,6,712,-24
"16699",2015-11-10,"VX","SEA",679,-3,17,714,3,714,-12
"16700",2015-11-10,"VX","SAN",447,-6,25,719,5,719,8
"16701",2015-11-10,"VX","LAX",337,-6,8,702,5,702,-11
"16702",2015-11-10,"UA","ORD",1846,-6,11,707,5,707,-24
"16703",2015-11-10,"OO","BUR",326,-5,20,720,13,720,1
"16704",2015-11-10,"OO","STL",1735,-2,11,716,5,716,-17
"16705",2015-11-10,"UA","DFW",1464,-3,15,722,13,722,-6
"16706",2015-11-10,"WN","LAX",337,-3,25,732,7,732,12
"16707",2015-11-10,"AA","DFW",1464,12,15,742,4,742,7
"16708",2015-11-10,"UA","IAH",1635,4,23,742,18,742,10
"16709",2015-11-10,"UA","IND",1943,-10,10,715,4,715,-24
"16710",2015-11-10,"UA","SEA",679,-5,22,734,4,734,-27
"16711",2015-11-10,"UA","ATL",2139,-7,15,726,5,726,-18
"16712",2015-11-10,"AA","ORD",1846,-3,17,734,4,734,-4
"16713",2015-11-10,"AS","PSP",421,-8,15,727,7,727,-6
"16714",2015-11-10,"VX","IAD",2419,-13,14,721,4,721,-17
"16715",2015-11-10,"UA","HNL",2398,-4,18,739,6,739,-12
"16716",2015-11-10,"AA","CLT",2296,-4,20,746,12,746,3
"16717",2015-11-10,"VX","JFK",2586,-6,12,736,6,736,-10
"16718",2015-11-10,"VX","EWR",2565,-8,11,733,5,733,-12
"16719",2015-11-10,"UA","BOS",2704,-4,18,747,4,747,-23
"16720",2015-11-10,"UA","AUS",1504,-4,12,743,5,743,-19
"16721",2015-11-10,"WN","LAS",414,-3,16,748,12,748,-11
"16722",2015-11-10,"VX","AUS",1504,-3,8,745,7,745,1
"16723",2015-11-10,"AA","PHL",2521,-9,11,747,3,747,-40
"16724",2015-11-10,"OO","XNA",1550,-6,12,751,7,751,-3
"16725",2015-11-10,"UA","LAS",414,-4,23,809,7,809,-23
"16726",2015-11-10,"VX","DAL",1476,9,8,807,5,807,20
"16727",2015-11-10,"B6","LGB",354,-5,16,806,12,806,-1
"16728",2015-11-10,"UA","DEN",967,-4,9,800,6,800,-19
"16729",2015-11-10,"OO","SAN",447,-6,25,816,4,816,0
"16730",2015-11-10,"AA","LAX",337,-7,29,822,5,822,16
"16731",2015-11-10,"UA","EWR",2565,-4,15,811,15,811,-12
"16732",2015-11-10,"VX","ORD",1846,2,18,820,5,820,7
"16733",2015-11-10,"WN","PHX",651,-6,10,804,4,804,-6
"16734",2015-11-10,"UA","LAX",337,-6,17,816,5,816,-18
"16735",2015-11-10,"UA","ORD",1846,-2,11,815,22,815,-3
"16736",2015-11-10,"DL","ATL",2139,-1,15,824,7,824,-15
"16737",2015-11-10,"WN","DEN",967,2,11,823,6,823,-6
"16738",2015-11-10,"WN","SAN",447,-4,16,822,5,822,5
"16739",2015-11-10,"UA","SNA",372,6,17,838,4,838,9
"16740",2015-11-10,"UA","IAD",2419,0,12,827,13,827,-4
"16741",2015-11-10,"WN","MDW",1855,12,18,845,6,845,6
"16742",2015-11-10,"OO","ONT",363,-10,16,821,4,821,-11
"16743",2015-11-10,"WN","SNA",372,-4,17,833,5,833,5
"16744",2015-11-10,"UA","DCA",2442,-6,21,845,6,845,-27
"16745",2015-11-10,"OO","SLC",599,0,25,855,3,855,-7
"16746",2015-11-10,"OO","PSP",421,0,19,849,4,849,8
"16747",2015-11-10,"DL","DTW",2079,-3,19,851,6,851,-22
"16748",2015-11-10,"OO","SLC",599,0,43,918,5,918,14
"16749",2015-11-10,"UA","PHX",651,-2,18,852,10,852,-3
"16750",2015-11-10,"AA","PHX",651,-2,18,855,8,855,-8
"16751",2015-11-10,"OO","TUS",751,19,13,912,4,912,15
"16752",2015-11-10,"OO","SEA",679,13,31,924,3,924,-1
"16753",2015-11-10,"WN","DAL",1476,-2,8,851,5,851,-5
"16754",2015-11-10,"OO","SBA",262,-10,7,852,5,852,-8
"16755",2015-11-10,"OO","SMF",86,-6,17,908,6,908,-9
"16756",2015-11-10,"DL","LAX",337,-3,17,914,3,914,-7
"16757",2015-11-10,"UA","EWR",2565,-1,22,921,8,921,-14
"16758",2015-11-10,"UA","BOS",2704,-1,17,916,14,916,-8
"16759",2015-11-10,"VX","BOS",2704,-6,19,913,3,913,-19
"16760",2015-11-10,"AA","DFW",1464,-4,21,922,7,922,2
"16761",2015-11-10,"UA","ORD",1846,-2,14,917,4,917,-25
"16762",2015-11-10,"VX","LAX",337,-6,12,911,4,911,-9
"16763",2015-11-10,"B6","JFK",2586,-7,45,948,5,948,5
"16764",2015-11-10,"VX","SAN",447,-4,12,918,5,918,-3
"16765",2015-11-10,"UA","IAH",1635,-1,14,924,16,924,-16
"16766",2015-11-10,"OO","FAT",158,-12,14,914,4,914,-21
"16767",2015-11-10,"DL","MSP",1589,1,10,926,3,926,-25
"16768",2015-11-10,"OO","SNA",372,-4,18,939,5,939,3
"16769",2015-11-10,"AA","CLT",2296,-2,21,949,6,949,2
"16770",2015-11-10,"DL","JFK",2586,-7,51,1019,13,1019,13
"16771",2015-11-10,"UA","LAX",337,-3,16,951,24,951,-15
"16772",2015-11-10,"WN","LAX",337,0,14,954,4,954,-2
"16773",2015-11-10,"AS","SEA",679,-11,21,955,5,955,-26
"16774",2015-11-10,"DL","ATL",2139,3,17,1015,8,1015,-10
"16775",2015-11-10,"UA","ORD",1846,-5,16,1006,11,1006,-14
"16776",2015-11-10,"UA","PDX",550,12,10,1020,10,1020,-5
"16777",2015-11-10,"AS","PDX",550,-6,8,1002,8,1002,-35
"16778",2015-11-10,"DL","LAX",337,-4,19,1015,4,1015,1
"16779",2015-11-10,"UA","IAD",2419,-2,14,1012,6,1012,-15
"16780",2015-11-10,"VX","IAD",2419,0,14,1014,5,1014,-5
"16781",2015-11-10,"WN","STL",1735,9,12,1021,7,1021,5
"16782",2015-11-10,"UA","DEN",967,-6,15,1012,5,1012,-18
"16783",2015-11-10,"OO","ONT",363,-11,16,1008,6,1008,-5
"16784",2015-11-10,"B6","LAS",414,-3,24,1032,21,1032,2
"16785",2015-11-10,"AA","ORD",1846,5,13,1030,3,1030,-1
"16786",2015-11-10,"OO","ACV",250,-11,11,1013,5,1013,-23
"16787",2015-11-10,"AA","PHL",2521,-2,24,1037,6,1037,-18
"16788",2015-11-10,"OO","BFL",238,-6,11,1020,4,1020,-14
"16789",2015-11-10,"B6","FLL",2584,-1,13,1030,7,1030,-9
"16790",2015-11-10,"UA","IAH",1635,10,22,1050,4,1050,-7
"16791",2015-11-10,"VX","SEA",679,176,13,1329,5,1329,161
"16792",2015-11-10,"WN","SAN",447,-7,11,1024,7,1024,-10
"16793",2015-11-10,"F9","DEN",967,-2,9,1027,7,1027,-7
"16794",2015-11-10,"UA","DFW",1464,5,16,1042,12,1042,1
"16795",2015-11-10,"UA","LAX",337,2,19,1046,6,1046,-22
"16796",2015-11-10,"UA","LAS",414,-7,21,1041,6,1041,-16
"16797",2015-11-10,"OO","RNO",192,-8,21,1041,4,1041,-14
"16798",2015-11-10,"AA","JFK",2586,2,24,1056,3,1056,-7
"16799",2015-11-10,"VX","EWR",2565,-8,12,1034,4,1034,-29
"16800",2015-11-10,"VX","JFK",2586,-3,26,1053,5,1053,-3
"16801",2015-11-10,"OO","BUR",326,-5,10,1035,4,1035,-19
"16802",2015-11-10,"UA","SAN",447,4,14,1053,6,1053,-9
"16803",2015-11-10,"WN","SNA",372,-5,5,1035,8,1035,-10
"16804",2015-11-10,"OO","BOI",522,-11,12,1037,6,1037,-24
"16805",2015-11-10,"OO","SBA",262,-12,6,1034,3,1034,-23
"16806",2015-11-10,"OO","EUG",451,-1,12,1052,5,1052,-18
"16807",2015-11-10,"UA","ORD",1846,-4,13,1051,10,1051,-19
"16808",2015-11-10,"OO","SMF",86,-10,11,1046,29,1046,11
"16809",2015-11-10,"OO","PSP",421,2,13,1100,8,1100,4
"16810",2015-11-10,"OO","MFR",329,17,18,1129,6,1129,17
"16811",2015-11-10,"B6","JFK",2586,-3,25,1122,7,1122,-9
"16812",2015-11-10,"DL","LAX",337,2,19,1121,4,1121,0
"16813",2015-11-10,"UA","EWR",2565,-3,14,1111,11,1111,-27
"16814",2015-11-10,"DL","ATL",2139,-2,22,1124,11,1124,-2
"16815",2015-11-10,"AA","DFW",1464,5,13,1123,4,1123,-1
"16816",2015-11-10,"UA","DEN",967,-4,12,1123,6,1123,-31
"16817",2015-11-10,"VX","LAS",414,10,12,1137,5,1137,2
"16818",2015-11-10,"WN","LAX",337,-4,19,1130,5,1130,3
"16819",2015-11-10,"OO","SLC",599,-6,18,1131,10,1131,-26
"16820",2015-11-10,"AA","PHX",651,-3,15,1132,7,1132,-16
"16821",2015-11-10,"DL","SLC",599,-3,16,1133,7,1133,-14
"16822",2015-11-10,"WN","LAS",414,11,12,1143,6,1143,-2
"16823",2015-11-10,"OO","SNA",372,-16,11,1115,5,1115,-16
"16824",2015-11-10,"AS","SEA",679,-3,13,1135,7,1135,-26
"16825",2015-11-10,"VX","LAX",337,9,4,1138,5,1138,2
"16826",2015-11-10,"DL","JFK",2586,5,12,1147,8,1147,-14
"16827",2015-11-10,"OO","LAX",337,3,33,1206,3,1206,-8
"16828",2015-11-10,"OO","LAS",414,-4,21,1148,4,1148,-12
"16829",2015-11-10,"OO","SEA",679,10,23,1206,3,1206,-10
"16830",2015-11-10,"UA","SAN",447,-5,18,1153,3,1153,-4
"16831",2015-11-10,"UA","BOS",2704,4,9,1155,5,1155,-33
"16832",2015-11-10,"UA","IAH",1635,-1,16,1157,13,1157,-3
"16833",2015-11-10,"DL","MSP",1589,-1,11,1155,4,1155,-17
"16834",2015-11-10,"WN","MKE",1845,3,7,1155,4,1155,-16
"16835",2015-11-10,"WN","PHX",651,-2,15,1158,5,1158,-5
"16836",2015-11-10,"VX","JFK",2586,-1,17,1211,5,1211,4
"16837",2015-11-10,"UA","ORD",1846,-4,11,1207,8,1207,-21
"16838",2015-11-10,"UA","EWR",2565,-7,15,1208,8,1208,-19
"16839",2015-11-10,"VX","DAL",1476,-5,8,1203,5,1203,-3
"16840",2015-11-10,"AA","ORD",1846,-4,14,1215,3,1215,-17
"16841",2015-11-10,"AA","DFW",1464,-4,14,1215,4,1215,-17
"16842",2015-11-10,"OO","SMF",86,-12,26,1219,3,1219,-5
"16843",2015-11-10,"AA","LAX",337,-5,20,1230,6,1230,0
"16844",2015-11-10,"DL","DTW",2079,-3,19,1236,8,1236,-9
"16845",2015-11-10,"OO","ACV",250,-5,10,1227,6,1227,-15
"16846",2015-11-10,"VX","SAN",447,-4,11,1232,5,1232,-5
"16847",2015-11-10,"UA","LAS",414,-10,28,1244,6,1244,-14
"16848",2015-11-10,"UA","SEA",679,-5,12,1241,6,1241,-33
"16849",2015-11-10,"UA","PDX",550,14,8,1257,3,1257,-14
"16850",2015-11-10,"WN","DEN",967,2,11,1248,4,1248,-11
"16851",2015-11-10,"WN","LAX",337,0,12,1247,5,1247,0
"16852",2015-11-10,"OO","SBA",262,-10,8,1233,6,1233,-13
"16853",2015-11-10,"UA","ORD",1846,4,35,1318,9,1318,5
"16854",2015-11-10,"UA","IAD",2419,8,12,1300,5,1300,-20
"16855",2015-11-10,"VX","LAS",414,38,15,1333,5,1333,34
"16856",2015-11-10,"OO","ONT",363,-10,18,1250,4,1250,-7
"16857",2015-11-10,"OO","PHX",651,14,16,1313,6,1313,12
"16858",2015-11-10,"UA","HNL",2398,1,17,1303,6,1303,-25
"16859",2015-11-10,"UA","LAX",337,-9,19,1256,3,1256,-14
"16860",2015-11-10,"OO","AUS",1504,-7,14,1258,6,1258,2
"16861",2015-11-10,"UA","IAH",1635,-5,14,1301,17,1301,-8
"16862",2015-11-10,"UA","DEN",967,-4,11,1301,5,1301,-24
"16863",2015-11-10,"VX","HNL",2398,14,17,1326,6,1326,-8
"16864",2015-11-10,"OO","EUG",451,35,12,1343,31,1343,42
"16865",2015-11-10,"DL","LAX",337,-5,15,1310,12,1310,-2
"16866",2015-11-10,"UA","PSP",421,-9,13,1310,6,1310,-13
"16867",2015-11-10,"UA","SLC",599,3,11,1329,3,1329,-29
"16868",2015-11-10,"UA","SEA",679,4,14,1339,3,1339,-18
"16869",2015-11-10,"VX","LAX",337,-6,10,1329,5,1329,-7
"16870",2015-11-10,"UA","EWR",2565,3,14,1347,7,1347,-26
"16871",2015-11-10,"UA","OGG",2338,-9,14,1337,8,1337,-13
"16872",2015-11-10,"UA","PDX",550,12,10,1355,6,1355,-6
"16873",2015-11-10,"OO","RNO",192,-6,14,1342,3,1342,-11
"16874",2015-11-10,"AS","PDX",550,-11,13,1337,6,1337,-31
"16875",2015-11-10,"AS","SEA",679,-10,14,1344,5,1344,-23
"16876",2015-11-10,"DL","ATL",2139,18,19,1417,6,1417,16
"16877",2015-11-10,"WN","SNA",372,-3,5,1342,4,1342,-12
"16878",2015-11-10,"OO","SBP",190,0,6,1346,3,1346,-10
"16879",2015-11-10,"OO","SNA",372,2,13,1359,9,1359,7
"16880",2015-11-10,"UA","ORD",1846,-2,19,1404,4,1404,-13
"16881",2015-11-10,"AA","ORD",1846,15,24,1429,3,1429,13
"16882",2015-11-10,"F9","DEN",967,-6,10,1354,11,1354,-6
"16883",2015-11-10,"HA","HNL",2398,-1,16,1405,11,1405,-5
"16884",2015-11-10,"UA","KOA",2367,-1,14,1406,32,1406,16
"16885",2015-11-10,"UA","LAX",337,-2,18,1411,6,1411,-13
"16886",2015-11-10,"OO","MFR",329,-5,14,1406,3,1406,-15
"16887",2015-11-10,"DL","LAX",337,-2,17,1415,3,1415,-6
"16888",2015-11-10,"UA","HNL",2398,-3,20,1417,9,1417,-11
"16889",2015-11-10,"VX","LAS",414,-2,14,1412,11,1412,1
"16890",2015-11-10,"OO","EUG",451,-8,18,1410,7,1410,-16
"16891",2015-11-10,"OO","BOI",522,-4,18,1416,4,1416,-16
"16892",2015-11-10,"OO","TUS",751,-5,24,1422,4,1422,4
"16893",2015-11-10,"UA","LIH",2447,18,17,1440,7,1440,19
"16894",2015-11-10,"AA","DFW",1464,1,12,1423,2,1423,-7
"16895",2015-11-10,"UA","LAS",414,-3,14,1422,6,1422,-19
"16896",2015-11-10,"OO","SMX",216,-10,10,1415,3,1415,-21
"16897",2015-11-10,"UA","DEN",967,-10,10,1416,6,1416,-31
"16898",2015-11-10,"VX","SAN",447,0,13,1433,8,1433,2
"16899",2015-11-10,"OO","BUR",326,27,13,1500,5,1500,23
"16900",2015-11-10,"OO","PSC",620,13,15,1457,4,1457,-4
"16901",2015-11-10,"UA","EWR",2565,-2,13,1444,7,1444,-25
"16902",2015-11-10,"WN","LAS",414,1,17,1453,7,1453,5
"16903",2015-11-10,"UA","IAH",1635,5,22,1505,8,1505,5
"16904",2015-11-10,"OO","RDM",462,-2,9,1445,4,1445,-16
"16905",2015-11-10,"UA","IAD",2419,-2,10,1447,4,1447,-20
"16906",2015-11-10,"VX","DAL",1476,-7,15,1448,6,1448,6
