"","flightsbinded.Date","flightsbinded.AIRLINE","flightsbinded.ORIGIN_AIRPORT","flightsbinded.DISTANCE","flightsbinded.DEPARTURE_DELAY","flightsbinded.TAXI_OUT","flightsbinded.WHEELS_OFF","flightsbinded.TAXI_IN","flightsbinded.WHEELS_OFF.1","flightsbinded.ARRIVAL_DELAY"
"1",2015-01-01,"OO","ONT",363,13,19,532,5,532,9
"2",2015-01-01,"OO","BOI",522,5,24,549,7,549,3
"3",2015-01-01,"OO","SAT",1482,7,9,606,16,606,-19
"4",2015-01-01,"F9","IAH",1635,-8,16,608,9,608,-6
"5",2015-01-01,"OO","TUS",751,4,22,626,6,626,6
"6",2015-01-01,"OO","AUS",1504,-4,21,617,3,617,-16
"7",2015-01-01,"OO","FAT",158,0,40,640,4,640,7
"8",2015-01-01,"OO","ACV",250,-10,29,619,5,619,10
"9",2015-01-01,"OO","PSC",620,-4,37,633,4,633,-1
"10",2015-01-01,"OO","EUG",451,-3,19,616,4,616,-7
"11",2015-01-01,"OO","MRY",77,-5,13,608,5,608,-12
"12",2015-01-01,"OO","MFR",329,-3,26,623,5,623,-6
"13",2015-01-01,"UA","EWR",2565,1,11,613,12,613,-20
"14",2015-01-01,"OO","PSP",421,31,11,643,4,643,17
"15",2015-01-01,"UA","LAX",337,-2,13,614,8,614,-14
"16",2015-01-01,"UA","JFK",2586,0,20,625,12,625,-4
"17",2015-01-01,"AS","SEA",679,-3,21,623,7,623,-3
"18",2015-01-01,"OO","RDM",462,-9,14,613,6,613,-23
"19",2015-01-01,"UA","LAS",414,-4,13,619,5,619,-20
"20",2015-01-01,"OO","BFL",238,-7,30,638,3,638,-10
"21",2015-01-01,"OO","RNO",192,-11,33,652,4,652,-6
"22",2015-01-01,"OO","SNA",372,12,16,713,3,713,-1
"23",2015-01-01,"OO","FAT",158,-3,30,715,5,715,-7
"24",2015-01-01,"UA","PHX",651,61,27,818,5,818,48
"25",2015-01-01,"AA","LAX",337,-6,21,705,3,705,-7
"26",2015-01-01,"UA","RDU",2400,0,17,714,11,714,-5
"27",2015-01-01,"B6","JFK",2586,0,16,715,14,715,-24
"28",2015-01-01,"UA","PDX",550,-2,15,713,5,713,-17
"29",2015-01-01,"VX","LAS",414,-1,13,712,6,712,-6
"30",2015-01-01,"UA","MCO",2446,328,13,1241,8,1241,306
"31",2015-01-01,"AS","PSP",421,-9,10,701,8,701,-19
"32",2015-01-01,"DL","JFK",2586,0,33,733,10,733,-17
"33",2015-01-01,"OO","BUR",326,-10,28,718,6,718,-1
"34",2015-01-01,"OO","SBA",262,-4,20,716,9,716,1
"35",2015-01-01,"UA","ORD",1846,8,14,727,8,727,-12
"36",2015-01-01,"UA","CLE",2161,0,12,727,10,727,-28
"37",2015-01-01,"UA","SEA",679,-1,13,727,3,727,-27
"38",2015-01-01,"AA","MIA",2585,32,14,801,5,801,21
"39",2015-01-01,"UA","IAH",1635,0,15,735,7,735,-27
"40",2015-01-01,"AS","SEA",679,8,23,751,25,751,26
"41",2015-01-01,"UA","HNL",2398,3,18,746,6,746,-13
"42",2015-01-01,"AS","PDX",550,-1,9,733,9,733,-25
"43",2015-01-01,"UA","ATL",2139,12,22,803,10,803,9
"44",2015-01-01,"OO","MSP",1589,-1,25,754,17,754,-18
"45",2015-01-01,"OO","DFW",1464,0,37,807,6,807,-2
"46",2015-01-01,"OO","STL",1735,0,15,746,5,746,-8
"47",2015-01-01,"OO","OKC",1384,3,35,818,8,818,-7
"48",2015-01-01,"AS","SLC",599,16,29,835,7,835,4
"49",2015-01-01,"UA","DEN",967,15,18,828,7,828,-9
"50",2015-01-01,"AA","DFW",1464,46,35,916,8,916,49
"51",2015-01-01,"UA","SNA",372,9,10,819,6,819,-1
"52",2015-01-01,"UA","IND",1943,-4,11,807,10,807,-34
"53",2015-01-01,"UA","SAN",447,-2,15,813,27,813,9
"54",2015-01-01,"UA","LAS",414,-4,16,812,4,812,-30
"55",2015-01-01,"VX","AUS",1504,-1,14,813,9,813,-16
"56",2015-01-01,"UA","BOS",2704,9,13,822,9,822,-10
"57",2015-01-01,"AA","JFK",2586,-5,57,852,8,852,48
"58",2015-01-01,"F9","DEN",967,-2,13,811,9,811,-26
"59",2015-01-01,"OO","PSP",421,180,18,1118,12,1118,179
"60",2015-01-01,"OO","MCI",1499,-2,36,834,74,834,65
"61",2015-01-01,"OO","COS",964,-4,38,834,5,834,-20
"62",2015-01-01,"OO","SBA",262,-2,19,817,3,817,-8
"63",2015-01-01,"UA","IAD",2419,26,21,849,6,849,1
"64",2015-01-01,"OO","EUG",451,-11,21,815,9,815,-17
"65",2015-01-01,"OO","ABQ",896,-1,29,838,25,838,17
"66",2015-01-01,"B6","LGB",354,-10,9,811,8,811,-25
"67",2015-01-01,"DL","ATL",2139,0,14,829,7,829,-29
"68",2015-01-01,"UA","ORD",1846,34,16,908,12,908,-8
"69",2015-01-01,"UA","LAX",337,-4,15,831,33,831,0
"70",2015-01-01,"OO","MFR",329,-12,26,834,3,834,-11
"71",2015-01-01,"UA","EWR",2565,0,13,843,10,843,-27
"72",2015-01-01,"UA","DCA",2442,11,13,854,10,854,-9
"73",2015-01-01,"B6","BOS",2704,4,15,849,9,849,11
"74",2015-01-01,"UA","MCO",2446,2,12,853,9,853,-26
"75",2015-01-01,"OO","ASE",848,2,28,909,6,909,0
"76",2015-01-01,"UA","IAD",2419,127,29,1116,8,1116,112
"77",2015-01-01,"OO","SLC",599,10,30,920,3,920,0
"78",2015-01-01,"DL","DTW",2079,0,16,859,7,859,-33
"79",2015-01-01,"OO","SMF",86,20,8,911,8,911,6
"80",2015-01-01,"WN","MDW",1855,5,10,900,13,900,-25
"81",2015-01-01,"US","PHX",651,-2,27,910,5,910,-3
"82",2015-01-01,"WN","ATL",2139,-2,9,857,6,857,-25
"83",2015-01-01,"OO","SBP",190,-6,8,852,1,852,-26
"84",2015-01-01,"OO","BOI",522,2,16,912,3,912,-8
"85",2015-01-01,"VX","LAS",414,23,11,934,7,934,11
"86",2015-01-01,"AA","DFW",1464,-3,55,952,8,952,23
"87",2015-01-01,"VX","SAN",447,-5,15,915,3,915,-10
"88",2015-01-01,"UA","IAD",2419,-5,12,917,13,917,-11
"89",2015-01-01,"VX","LAX",337,-4,7,913,8,913,-13
"90",2015-01-01,"WN","DEN",967,-3,20,927,6,927,-20
"91",2015-01-01,"OO","SAN",447,-7,16,919,11,919,-15
"92",2015-01-01,"WN","LAS",414,-4,10,921,5,921,-21
"93",2015-01-01,"DL","MSP",1589,1,39,955,4,955,-13
"94",2015-01-01,"US","CLT",2296,1,25,956,8,956,-10
"95",2015-01-01,"UA","LAX",337,24,17,1016,6,1016,14
"96",2015-01-01,"VX","SEA",679,8,9,1007,7,1007,-2
"97",2015-01-01,"AA","LAX",337,2,17,1009,4,1009,-7
"98",2015-01-01,"AS","SEA",679,0,21,1016,14,1016,2
"99",2015-01-01,"UA","DEN",967,0,12,1012,6,1012,-34
"100",2015-01-01,"UA","IAH",1635,114,17,1211,6,1211,87
"101",2015-01-01,"UA","JFK",2586,-1,28,1027,13,1027,-1
"102",2015-01-01,"VX","IAD",2419,-1,29,1028,5,1028,6
"103",2015-01-01,"DL","JFK",2586,-1,25,1024,8,1024,-3
"104",2015-01-01,"OO","PDX",550,-7,13,1006,5,1006,-17
"105",2015-01-01,"OO","AUS",1504,3,13,1016,6,1016,-16
"106",2015-01-01,"UA","ORD",1846,12,20,1037,5,1037,-12
"107",2015-01-01,"OO","RNO",192,-7,10,1011,3,1011,-15
"108",2015-01-01,"AS","PDX",550,-5,16,1021,9,1021,-17
"109",2015-01-01,"OO","SBP",190,76,7,1133,24,1133,76
"110",2015-01-01,"OO","EUG",451,-4,8,1014,4,1014,-14
"111",2015-01-01,"OO","SNA",372,0,9,1022,4,1022,-15
"112",2015-01-01,"OO","MMH",193,3,7,1025,5,1025,-23
"113",2015-01-01,"B6","FLL",2583,0,14,1032,13,1032,-24
"114",2015-01-01,"OO","SMF",86,-4,12,1033,22,1033,4
"115",2015-01-01,"OO","SBA",262,-4,12,1035,5,1035,2
"116",2015-01-01,"VX","EWR",2565,0,14,1044,10,1044,-22
"117",2015-01-01,"VX","JFK",2586,-9,20,1041,7,1041,9
"118",2015-01-01,"AA","JFK",2586,-6,18,1042,5,1042,-13
"119",2015-01-01,"OO","PHX",651,-7,24,1047,7,1047,-10
"120",2015-01-01,"UA","BOS",2704,0,11,1045,8,1045,-34
"121",2015-01-01,"WN","LAS",414,14,9,1058,16,1058,12
"122",2015-01-01,"AA","ORD",1846,-6,14,1043,6,1043,-29
"123",2015-01-01,"OO","CEC",304,-10,17,1042,6,1042,-8
"124",2015-01-01,"DL","ATL",2139,3,17,1100,8,1100,-25
"125",2015-01-01,"OO","ONT",363,-6,9,1044,9,1044,-20
"126",2015-01-01,"OO","MFR",329,-6,7,1043,4,1043,-21
"127",2015-01-01,"OO","ACV",250,-4,11,1052,10,1052,-10
"128",2015-01-01,"OO","LAS",414,-1,17,1105,11,1105,-14
"129",2015-01-01,"WN","LAX",337,9,8,1112,6,1112,4
"130",2015-01-01,"VX","BOS",2704,17,11,1128,6,1128,-5
"131",2015-01-01,"UA","LAX",337,15,25,1144,4,1144,7
"132",2015-01-01,"UA","SEA",679,-7,12,1113,13,1113,-6
"133",2015-01-01,"OO","RNO",192,-4,12,1117,16,1117,-7
"134",2015-01-01,"OO","PSP",421,-7,17,1121,4,1121,-6
"135",2015-01-01,"VX","ORD",1846,-2,13,1126,8,1126,-7
"136",2015-01-01,"VX","LAS",414,-4,16,1127,6,1127,-15
"137",2015-01-01,"DL","SLC",599,13,14,1143,7,1143,-12
"138",2015-01-01,"OO","MRY",77,-4,7,1122,3,1122,-19
"139",2015-01-01,"US","PHX",651,28,36,1224,6,1224,33
"140",2015-01-01,"UA","SAN",447,5,18,1148,9,1148,4
"141",2015-01-01,"VX","LAX",337,-1,10,1134,4,1134,-12
"142",2015-01-01,"WN","MKE",1845,-3,9,1131,8,1131,-33
"143",2015-01-01,"WN","SNA",372,-2,12,1135,5,1135,-5
"144",2015-01-01,"UA","DEN",967,46,12,1225,6,1225,11
"145",2015-01-01,"UA","IAH",1635,-1,10,1140,6,1140,-34
"146",2015-01-01,"WN","SAN",447,-2,13,1146,12,1146,1
"147",2015-01-01,"DL","MSP",1589,-1,14,1148,9,1148,-39
"148",2015-01-01,"UA","EWR",2565,30,13,1224,6,1224,9
"149",2015-01-01,"WN","PHX",651,47,24,1256,6,1256,47
"150",2015-01-01,"UA","PHX",651,9,26,1222,17,1222,17
"151",2015-01-01,"WN","DEN",967,10,12,1212,5,1212,-26
"152",2015-01-01,"AA","DFW",1464,5,18,1213,4,1213,-5
"153",2015-01-01,"WN","LAX",337,0,9,1204,4,1204,-8
"154",2015-01-01,"AS","SEA",679,108,12,1355,7,1355,96
"155",2015-01-01,"UA","ORD",1846,46,17,1308,7,1308,44
"156",2015-01-01,"OO","SLC",599,7,17,1230,5,1230,-12
"157",2015-01-01,"OO","BOI",522,-9,11,1211,25,1211,7
"158",2015-01-01,"UA","LAS",414,12,18,1241,7,1241,5
"159",2015-01-01,"OO","FAT",158,-6,7,1213,11,1213,-17
"160",2015-01-01,"UA","SEA",679,6,13,1232,6,1232,-5
"161",2015-01-01,"VX","SAN",447,-2,16,1229,8,1229,-4
"162",2015-01-01,"OO","RNO",192,-10,12,1217,7,1217,-12
"163",2015-01-01,"UA","IAD",2419,8,16,1244,7,1244,-5
"164",2015-01-01,"WN","LAS",414,60,10,1330,5,1330,47
"165",2015-01-01,"UA","PDX",550,-5,12,1231,6,1231,-14
"166",2015-01-01,"OO","SBA",262,6,9,1243,5,1243,5
"167",2015-01-01,"UA","LAX",337,-5,20,1245,3,1245,-8
"168",2015-01-01,"OO","BUR",326,3,12,1247,12,1247,0
"169",2015-01-01,"OO","ONT",363,-11,11,1236,7,1236,-20
"170",2015-01-01,"OO","JAC",737,-6,20,1253,9,1253,-23
"171",2015-01-01,"UA","HNL",2398,0,19,1259,4,1259,-17
"172",2015-01-01,"OO","BZN",807,-8,14,1251,6,1251,-17
"173",2015-01-01,"OO","EUG",451,-9,23,1259,7,1259,3
"174",2015-01-01,"OO","SNA",372,-11,15,1252,4,1252,-21
"175",2015-01-01,"DL","DTW",2079,90,16,1436,4,1436,67
"176",2015-01-01,"UA","IAH",1635,3,10,1306,6,1306,-19
"177",2015-01-01,"AS","PDX",550,-12,9,1257,5,1257,-11
"178",2015-01-01,"DL","JFK",2586,0,14,1314,15,1314,-9
"179",2015-01-01,"F9","DEN",967,-3,12,1319,10,1319,-21
"180",2015-01-01,"OO","SMF",86,77,10,1437,53,1437,117
"181",2015-01-01,"UA","ORD",1846,12,24,1350,8,1350,14
"182",2015-01-01,"AA","DFW",1464,23,22,1400,4,1400,9
"183",2015-01-01,"VX","LAS",414,-1,15,1334,3,1334,-10
"184",2015-01-01,"UA","EWR",2565,15,10,1345,5,1345,-7
"185",2015-01-01,"WN","LAX",337,7,8,1340,6,1340,-5
"186",2015-01-01,"VX","LAX",337,-6,8,1332,6,1332,-12
"187",2015-01-01,"UA","SAN",447,38,11,1420,7,1420,27
"188",2015-01-01,"UA","PDX",550,-6,9,1336,7,1336,-18
"189",2015-01-01,"WN","SAN",447,18,12,1405,6,1405,16
"190",2015-01-01,"DL","MSP",1589,0,14,1349,5,1349,-34
"191",2015-01-01,"OO","PSP",421,18,19,1412,4,1412,10
"192",2015-01-01,"WN","STL",1735,6,6,1352,4,1352,-21
"193",2015-01-01,"OO","EUG",451,16,10,1411,8,1411,7
"194",2015-01-01,"UA","AUS",1504,42,9,1440,3,1440,3
"195",2015-01-01,"UA","OGG",2338,12,10,1412,5,1412,-10
"196",2015-01-01,"HA","HNL",2398,1,16,1407,12,1407,-17
"197",2015-01-01,"OO","ACV",250,-6,9,1353,2,1353,-15
"198",2015-01-01,"UA","SEA",679,-7,20,1404,4,1404,-22
"199",2015-01-01,"OO","BOI",522,13,8,1412,6,1412,1
"200",2015-01-01,"UA","HNL",2398,4,20,1419,5,1419,-10
"201",2015-01-01,"AA","ORD",1846,5,15,1415,5,1415,-24
"202",2015-01-01,"DL","ATL",2139,0,19,1419,6,1419,-20
"203",2015-01-01,"OO","TUS",751,8,15,1423,10,1423,0
"204",2015-01-01,"UA","FLL",2583,-1,13,1413,3,1413,-32
"205",2015-01-01,"UA","JFK",2586,1,14,1420,4,1420,-13
"206",2015-01-01,"AS","SEA",679,-2,13,1416,6,1416,-6
"207",2015-01-01,"OO","FAT",158,-1,6,1410,5,1410,-18
"208",2015-01-01,"OO","RDD",199,-7,8,1416,4,1416,-9
"209",2015-01-01,"AA","MIA",2585,120,11,1631,5,1631,96
"210",2015-01-01,"OO","SBP",190,-10,8,1418,5,1418,-18
"211",2015-01-01,"OO","RNO",192,-13,12,1420,3,1420,-17
"212",2015-01-01,"OO","SUN",587,77,12,1552,4,1552,61
"213",2015-01-01,"OO","BUR",326,-10,14,1428,19,1428,-1
"214",2015-01-01,"UA","KOA",2367,6,12,1448,9,1448,-1
"215",2015-01-01,"UA","IAH",1635,20,12,1507,6,1507,-13
"216",2015-01-01,"OO","MRY",77,-10,12,1437,7,1437,-12
"217",2015-01-01,"UA","EWR",2565,18,13,1510,6,1510,-4
"218",2015-01-01,"UA","LIH",2447,0,11,1451,5,1451,-22
"219",2015-01-01,"VX","DAL",1476,73,10,1603,6,1603,56
"220",2015-01-01,"VX","LAS",414,0,17,1457,6,1457,-2
"221",2015-01-01,"WN","LAX",337,34,14,1528,7,1528,34
"222",2015-01-01,"OO","ONT",363,-5,7,1442,6,1442,-16
"223",2015-01-01,"UA","DEN",967,-1,15,1459,6,1459,-33
"224",2015-01-01,"AA","DFW",1464,29,19,1533,4,1533,20
"225",2015-01-01,"HA","OGG",2338,22,8,1520,13,1520,-2
"226",2015-01-01,"OO","PSP",421,3,17,1514,5,1514,-1
"227",2015-01-01,"OO","SBA",262,-6,13,1501,4,1501,-1
"228",2015-01-01,"US","PHX",651,8,18,1521,6,1521,0
"229",2015-01-01,"US","CLT",2296,0,16,1515,5,1515,0
"230",2015-01-01,"UA","SEA",679,11,8,1524,5,1524,-7
"231",2015-01-01,"OO","SMF",86,39,10,1556,13,1556,33
"232",2015-01-01,"WN","SNA",372,34,7,1551,4,1551,26
"233",2015-01-01,"UA","LAX",337,36,13,1602,4,1602,25
"234",2015-01-01,"UA","JFK",2586,-1,20,1534,5,1534,-7
"235",2015-01-01,"OO","SLC",599,14,14,1550,4,1550,-5
"236",2015-01-01,"AS","SEA",679,-3,15,1537,5,1537,-10
"237",2015-01-01,"DL","MSP",1589,8,14,1547,8,1547,-13
"238",2015-01-01,"UA","EWR",2565,-1,14,1542,5,1542,-20
"239",2015-01-01,"AA","JFK",2586,-6,20,1544,5,1544,-20
"240",2015-01-01,"DL","DTW",2079,-1,26,1555,3,1555,-33
"241",2015-01-01,"UA","BOS",2704,-10,20,1545,4,1545,-21
"242",2015-01-01,"UA","ORD",1846,35,15,1628,6,1628,10
"243",2015-01-01,"UA","IAH",1635,16,12,1608,7,1608,-8
"244",2015-01-01,"VX","LAX",337,2,8,1550,5,1550,-9
"245",2015-01-01,"OO","SAT",1482,71,11,1703,7,1703,46
"246",2015-01-01,"WN","LAS",414,12,11,1613,5,1613,0
"247",2015-01-01,"WN","SAN",447,67,13,1710,5,1710,87
"248",2015-01-01,"UA","LAX",337,-1,22,1618,3,1618,-4
"249",2015-01-01,"UA","DEN",967,94,31,1805,4,1805,90
"250",2015-01-01,"VX","LAS",414,-6,11,1605,3,1605,-19
"251",2015-01-01,"AA","LAX",337,-8,15,1607,4,1607,-12
"252",2015-01-01,"AA","DFW",1464,4,13,1617,6,1617,-16
"253",2015-01-01,"OO","PDX",550,0,8,1608,4,1608,-13
"254",2015-01-01,"US","PHL",2521,-4,33,1634,4,1634,-7
"255",2015-01-01,"UA","ANC",2018,40,12,1657,4,1657,20
"256",2015-01-01,"OO","BFL",238,-2,9,1612,4,1612,-12
"257",2015-01-01,"UA","DFW",1464,78,15,1740,4,1740,45
"258",2015-01-01,"AA","ORD",1846,-4,19,1625,3,1625,-20
"259",2015-01-01,"UA","SEA",679,10,16,1641,5,1641,3
"260",2015-01-01,"OO","MFR",329,-3,13,1629,4,1629,-6
"261",2015-01-01,"OO","BUR",326,-6,13,1629,5,1629,-14
"262",2015-01-01,"UA","PHL",2521,13,39,1715,5,1715,41
"263",2015-01-01,"UA","EWR",2565,19,19,1708,5,1708,3
"264",2015-01-01,"VX","JFK",2586,-2,27,1655,8,1655,9
"265",2015-01-01,"OO","ACV",250,68,11,1749,6,1749,67
"266",2015-01-01,"UA","IAD",2419,26,12,1712,4,1712,-14
"267",2015-01-01,"US","CLT",2296,0,17,1652,4,1652,-17
"268",2015-01-01,"VX","LAX",337,3,14,1652,5,1652,6
"269",2015-01-01,"B6","JFK",2586,-5,20,1650,9,1650,-24
"270",2015-01-01,"OO","MCI",1499,38,17,1745,5,1745,16
"271",2015-01-01,"B6","BOS",2704,0,14,1707,13,1707,18
"272",2015-01-01,"OO","LAS",414,-3,23,1719,5,1719,1
"273",2015-01-01,"VX","AUS",1504,0,13,1713,5,1713,-20
"274",2015-01-01,"VX","DCA",2442,1,17,1718,3,1718,-3
"275",2015-01-01,"B6","LGB",354,-1,15,1714,5,1714,13
"276",2015-01-01,"DL","SLC",599,9,16,1725,5,1725,-9
"277",2015-01-01,"UA","SNA",372,-6,9,1706,3,1706,-18
"278",2015-01-01,"VX","LAS",414,0,15,1720,5,1720,-2
"279",2015-01-01,"UA","JFK",2586,-2,16,1721,6,1721,-25
"280",2015-01-01,"UA","IAH",1635,2,20,1730,5,1730,-16
"281",2015-01-01,"WN","LAX",337,-5,14,1719,6,1719,-1
"282",2015-01-01,"WN","PHX",651,1,8,1719,4,1719,-5
"283",2015-01-01,"OO","RDM",462,-9,12,1713,4,1713,-3
"284",2015-01-01,"OO","MMH",193,-10,15,1715,5,1715,-27
"285",2015-01-01,"UA","MSP",1589,13,11,1735,6,1735,-25
"286",2015-01-01,"VX","LAX",337,9,10,1734,5,1734,8
"287",2015-01-01,"WN","DEN",967,16,28,1759,7,1759,13
"288",2015-01-01,"UA","STL",1735,4,9,1733,4,1733,-31
"289",2015-01-01,"VX","SEA",679,0,11,1731,9,1731,-4
"290",2015-01-01,"AS","PSP",421,65,9,1834,6,1834,59
"291",2015-01-01,"OO","PSP",421,40,18,1819,5,1819,34
"292",2015-01-01,"OO","SBP",190,-6,8,1725,4,1725,-12
"293",2015-01-01,"UA","ORD",1846,25,17,1806,3,1806,-13
"294",2015-01-01,"VX","EWR",2565,20,13,1802,6,1802,-15
"295",2015-01-01,"OO","FAT",158,3,16,1749,8,1749,8
"296",2015-01-01,"VX","FLL",2583,8,15,1758,7,1758,-15
"297",2015-01-01,"VX","SAN",447,-9,15,1741,6,1741,-14
"298",2015-01-01,"F9","PHX",651,2,12,1749,7,1749,8
"299",2015-01-01,"OO","SMF",86,-10,5,1730,3,1730,-25
"300",2015-01-01,"OO","SBA",262,47,10,1835,5,1835,39
"301",2015-01-01,"UA","CLE",2161,-5,11,1745,10,1745,-39
"302",2015-01-01,"WN","SAN",447,14,11,1805,5,1805,14
"303",2015-01-01,"UA","IAD",2419,7,12,1759,6,1759,1
"304",2015-01-01,"AA","DFW",1464,11,18,1809,6,1809,0
"305",2015-01-01,"OO","TUS",751,9,12,1801,4,1801,-4
"306",2015-01-01,"OO","BOI",522,17,10,1808,5,1808,21
"307",2015-01-01,"UA","IAH",1635,31,18,1834,5,1834,-1
"308",2015-01-01,"DL","JFK",2586,0,17,1802,3,1802,-37
"309",2015-01-01,"DL","ATL",2139,0,13,1758,6,1758,-24
"310",2015-01-01,"UA","EWR",2565,8,21,1815,7,1815,-2
"311",2015-01-01,"UA","MSY",1911,20,10,1820,3,1820,-19
"312",2015-01-01,"US","PHX",651,14,17,1826,3,1826,6
"313",2015-01-01,"AS","SEA",679,-3,16,1808,8,1808,-10
"314",2015-01-01,"UA","LAS",414,-5,11,1803,3,1803,-27
"315",2015-01-01,"OO","SAN",447,-1,12,1810,4,1810,-11
"316",2015-01-01,"US","PHL",2521,46,26,1912,7,1912,25
"317",2015-01-01,"AA","JFK",2586,-6,19,1813,4,1813,1
"318",2015-01-01,"AA","LAX",337,-3,16,1813,4,1813,-7
"319",2015-01-01,"OO","SNA",372,49,11,1903,5,1903,39
"320",2015-01-01,"OO","ONT",363,-4,12,1811,3,1811,-12
"321",2015-01-01,"UA","DEN",967,21,37,1902,4,1902,16
"322",2015-01-01,"US","CLT",2296,-4,27,1828,6,1828,-6
"323",2015-01-01,"UA","MCO",2446,4,15,1827,18,1827,-10
"324",2015-01-01,"OO","CEC",304,-8,9,1811,7,1811,-22
"325",2015-01-01,"UA","ORD",1846,3,21,1835,12,1835,-26
"326",2015-01-01,"OO","EUG",451,0,14,1826,8,1826,-7
"327",2015-01-01,"VX","IAD",2419,-5,11,1821,8,1821,-1
"328",2015-01-01,"WN","LAX",337,19,14,1848,5,1848,20
"329",2015-01-01,"VX","LAX",337,-6,16,1835,5,1835,-11
"330",2015-01-01,"AA","ORD",1846,12,12,1849,4,1849,-23
"331",2015-01-01,"OO","SLC",599,-8,21,1842,7,1842,-17
"332",2015-01-01,"UA","EWR",2565,49,17,1936,10,1936,41
"333",2015-01-01,"UA","IAH",1635,9,9,1848,7,1848,-28
"334",2015-01-01,"B6","FLL",2583,-2,15,1843,10,1843,-31
"335",2015-01-01,"VX","ORD",1846,6,16,1857,10,1857,-1
"336",2015-01-01,"AA","MIA",2585,1,12,1848,5,1848,-26
"337",2015-01-01,"OO","PDX",550,2,10,1847,4,1847,-12
"338",2015-01-01,"OO","DFW",1464,20,16,1912,4,1912,-7
"339",2015-01-01,"UA","ORD",1846,6,11,1902,4,1902,-35
"340",2015-01-01,"UA","LAX",337,1,22,1914,5,1914,-5
"341",2015-01-01,"OO","ASE",848,79,24,2035,8,2035,77
"342",2015-01-01,"OO","SBA",262,-6,11,1859,6,1859,1
"343",2015-01-01,"VX","JFK",2586,48,28,2011,7,2011,42
"344",2015-01-01,"WN","SNA",372,0,13,1908,6,1908,0
"345",2015-01-01,"AS","SEA",679,-7,21,1909,9,1909,-4
"346",2015-01-01,"AS","PDX",550,-3,10,1902,24,1902,-2
"347",2015-01-01,"VX","BOS",2704,-9,15,1905,8,1905,23
"348",2015-01-01,"UA","IAH",1635,45,16,2001,7,2001,24
"349",2015-01-01,"AA","DFW",1464,16,20,1936,6,1936,4
"350",2015-01-01,"OO","MFR",329,-1,9,1909,2,1909,-18
"351",2015-01-01,"UA","DEN",967,76,72,2131,6,2131,120
"352",2015-01-01,"UA","SEA",679,-8,13,1913,24,1913,1
"353",2015-01-01,"VX","PSP",421,-1,7,1916,5,1916,-14
"354",2015-01-01,"UA","ORD",1846,1,13,1931,30,1931,-6
"355",2015-01-01,"WN","MDW",1855,12,6,1938,9,1938,-13
"356",2015-01-01,"DL","ATL",2139,5,18,1943,9,1943,-30
"357",2015-01-01,"OO","LAS",414,-5,16,1934,17,1934,0
"358",2015-01-01,"VX","DAL",1476,6,10,1941,5,1941,-8
"359",2015-01-01,"UA","EWR",2565,39,13,2022,6,2022,8
"360",2015-01-01,"VX","SEA",679,-11,11,1935,8,1935,-19
"361",2015-01-01,"WN","PHX",651,14,12,2006,5,2006,17
"362",2015-01-01,"UA","IAD",2419,-1,12,1953,6,1953,-16
"363",2015-01-01,"WN","ATL",2139,-2,22,2005,6,2005,-24
"364",2015-01-01,"WN","LAX",337,0,11,1956,4,1956,-3
"365",2015-01-01,"WN","SAN",447,78,15,2118,7,2118,83
"366",2015-01-01,"OO","EUG",451,-5,9,1949,4,1949,-12
"367",2015-01-01,"VX","SAN",447,7,11,2008,14,2008,5
"368",2015-01-01,"WN","LAS",414,25,8,2028,6,2028,16
"369",2015-01-01,"OO","ACV",250,-7,7,1955,4,1955,-12
"370",2015-01-01,"UA","LAX",337,-4,13,2009,4,2009,-12
"371",2015-01-01,"B6","BOS",2704,-2,12,2010,11,2010,6
"372",2015-01-01,"OO","PSP",421,-14,13,2001,4,2001,-26
"373",2015-01-01,"US","CLT",2296,0,14,2019,12,2019,-19
"374",2015-01-01,"OO","RDD",199,33,7,2045,27,2045,43
"375",2015-01-01,"OO","SAT",1482,125,14,2225,4,2225,97
"376",2015-01-01,"UA","SNA",372,-2,10,2017,5,2017,-10
"377",2015-01-01,"AA","ORD",1846,1,12,2023,5,2023,-12
"378",2015-01-01,"OO","ONT",363,16,14,2041,16,2041,19
"379",2015-01-01,"UA","ORD",1846,13,23,2052,5,2052,-6
"380",2015-01-01,"OO","RNO",192,-16,13,2015,5,2015,-21
"381",2015-01-01,"AA","LAX",337,58,16,2134,30,2134,80
"382",2015-01-01,"OO","SBP",190,-5,11,2033,3,2033,-9
"383",2015-01-01,"OO","SAN",447,34,17,2119,21,2119,49
"384",2015-01-01,"B6","JFK",2586,0,39,2108,9,2108,9
"385",2015-01-01,"VX","LAS",414,-2,11,2039,18,2039,0
"386",2015-01-01,"VX","LAX",337,-1,8,2037,18,2037,6
"387",2015-01-01,"UA","EWR",2565,3,17,2050,11,2050,-3
"388",2015-01-01,"OO","SMF",86,-7,9,2032,4,2032,-16
"389",2015-01-01,"B6","LGB",354,10,12,2053,8,2053,0
"390",2015-01-01,"AA","DFW",1464,125,32,2317,11,2317,129
"391",2015-01-01,"US","PHL",2521,-2,21,2104,19,2104,-10
"392",2015-01-01,"WN","PHX",651,87,8,2235,18,2235,89
"393",2015-01-01,"AA","MIA",2585,0,13,2113,4,2113,-21
"394",2015-01-01,"UA","IAH",1635,23,10,2138,7,2138,-2
"395",2015-01-01,"US","PHX",651,-3,20,2132,7,2132,-10
